iter	Logloss
0	0.6670948889
1	0.6500691115
2	0.6279723299
3	0.6068063344
4	0.5867612691
5	0.57176414
6	0.5550029511
7	0.5370153562
8	0.5205697724
9	0.5020289566
10	0.4862050272
11	0.473171658
12	0.457018971
13	0.4447057448
14	0.4320018524
15	0.4216207125
16	0.4085948957
17	0.3967017485
18	0.3824390964
19	0.3709546741
20	0.3596380471
21	0.3491278241
22	0.3371286874
23	0.3273519651
24	0.3192761354
25	0.3128104419
26	0.3039293899
27	0.2951616486
28	0.2866026496
29	0.2811216361
30	0.2737876044
31	0.2665330778
32	0.2602056381
33	0.2550071948
34	0.2491137572
35	0.2435720938
36	0.2376402267
37	0.2322742192
38	0.2272209399
39	0.2213296601
40	0.2161889638
41	0.2111686552
42	0.2053050417
43	0.2007822364
44	0.1960693514
45	0.1920630201
46	0.1876091106
47	0.183953282
48	0.1808699791
49	0.1770116119
50	0.1733700145
51	0.1691682989
52	0.1654511911
53	0.1626275059
54	0.158851829
55	0.1553424874
56	0.1519848088
57	0.1495332814
58	0.1468746815
59	0.1438456192
60	0.1410345598
61	0.1373122244
62	0.1348682493
63	0.1326864223
64	0.1300205526
65	0.1279623629
66	0.1258819272
67	0.1239257068
68	0.1218383738
69	0.119266754
70	0.1171029601
71	0.1159342114
72	0.1138313627
73	0.1120067558
74	0.1104406106
75	0.1089603668
76	0.1073382342
77	0.1056150314
78	0.1045292684
79	0.1035329902
80	0.1020806695
81	0.100254001
82	0.09871343491
83	0.09752141265
84	0.09617347589
85	0.09462639138
86	0.09365092062
87	0.09188013687
88	0.09064098962
89	0.08947461061
90	0.08800830263
91	0.08669139079
92	0.08542496909
93	0.0843413125
94	0.0833312847
95	0.08234298269
96	0.08141441859
97	0.08028830583
98	0.07915993251
99	0.07806956487
100	0.07728187484
101	0.07623450925
102	0.074958082
103	0.07410338431
104	0.07323968932
105	0.07244923139
106	0.0717822502
107	0.07077342332
108	0.07012824498
109	0.06945768671
110	0.06859048529
111	0.06777008134
112	0.06706025865
113	0.06633662856
114	0.06566156843
115	0.06500413683
116	0.06443039095
117	0.06379657322
118	0.0631727225
119	0.06236706358
120	0.06177046805
121	0.06082285615
122	0.06008059569
123	0.05934384535
124	0.05876353614
125	0.05841341243
126	0.05782092059
127	0.05717817621
128	0.05656539711
129	0.05612886474
130	0.05572031965
131	0.05525398897
132	0.05460107206
133	0.0541263028
134	0.05375904186
135	0.05349707684
136	0.05305733665
137	0.05243874881
138	0.05207113465
139	0.05154089494
140	0.05098307253
141	0.05046429297
142	0.05009794717
143	0.04959036445
144	0.04923272695
145	0.0488382012
146	0.04833438501
147	0.04782297154
148	0.04754390139
149	0.04728298637
150	0.04674692828
151	0.04660058905
152	0.0461737636
153	0.0457190504
154	0.04551628061
155	0.04513425859
156	0.04486834722
157	0.04444939199
158	0.04412372345
159	0.04358065891
160	0.04333417103
161	0.04296682017
162	0.0426178107
163	0.04225997411
164	0.04195379007
165	0.04155009363
166	0.04125872846
167	0.04094656228
168	0.0407273071
169	0.04048525364
170	0.04027655952
171	0.04012485466
172	0.03995192171
173	0.0396981159
174	0.0393885346
175	0.0391118406
176	0.03887443671
177	0.03862053457
178	0.0382961697
179	0.03801604313
180	0.03783284454
181	0.03774572944
182	0.03751112877
183	0.03725090091
184	0.03701234426
185	0.03684031682
186	0.03657855088
187	0.03632915702
188	0.03607774343
189	0.03590521507
190	0.03582208486
191	0.03568035665
192	0.03538470156
193	0.0351128241
194	0.03482699475
195	0.03470212121
196	0.03455003745
197	0.03429279584
198	0.0341726682
199	0.03377084058
200	0.03344569222
201	0.0332649308
202	0.03303940128
203	0.03295511509
204	0.03280402033
205	0.03257715822
206	0.03244825806
207	0.03227536365
208	0.03219635318
209	0.03207282506
210	0.0319100807
211	0.03165054963
212	0.03135457986
213	0.03127015881
214	0.03097146609
215	0.03082924339
216	0.03066287699
217	0.03049447801
218	0.03036302509
219	0.03024966307
220	0.03015434702
221	0.0299550901
222	0.02978897737
223	0.02970444393
224	0.02955346798
225	0.02946501067
226	0.02934348623
227	0.02915603625
228	0.02901377822
229	0.02880040564
230	0.0287093474
231	0.02857802292
232	0.02841157303
233	0.02831324825
234	0.02825074565
235	0.02813989466
236	0.02800683943
237	0.02785297997
238	0.02769217828
239	0.02756674924
240	0.02743223942
241	0.02726610742
242	0.0271916245
243	0.0270697918
244	0.02700394974
245	0.0268716491
246	0.02682896014
247	0.02663404612
248	0.02653100434
249	0.02638203367
250	0.02628043846
251	0.026134035
252	0.02599442928
253	0.02586754886
254	0.02576663598
255	0.02571080108
256	0.02561938482
257	0.02543904886
258	0.02529056305
259	0.02518075243
260	0.02501145437
261	0.02495542038
262	0.0248306496
263	0.02470024347
264	0.02460602076
265	0.02453547937
266	0.02442543916
267	0.02429041236
268	0.02424002336
269	0.02413259692
270	0.02400940436
271	0.02393745975
272	0.02390613138
273	0.023816311
274	0.02379226363
275	0.02367395022
276	0.02350500055
277	0.02339324245
278	0.02326759184
279	0.02312695699
280	0.022966067
281	0.0228928749
282	0.02279371846
283	0.02271278458
284	0.02263482733
285	0.02249860282
286	0.0224714215
287	0.0223179281
288	0.02212512212
289	0.0220387279
290	0.0219154101
291	0.0218037114
292	0.02170367835
293	0.02161764537
294	0.02151918572
295	0.0214200646
296	0.02128637038
297	0.02118152721
298	0.02112522992
299	0.02107264618
300	0.02100243713
301	0.02088966273
302	0.02082844936
303	0.0207856432
304	0.02066959677
305	0.02047282999
306	0.02038683554
307	0.02023349467
308	0.02017942262
309	0.02003359714
310	0.01992094798
311	0.01988057737
312	0.01976411993
313	0.01968906223
314	0.01957879243
315	0.01949390257
316	0.01934106422
317	0.01926082714
318	0.01913557791
319	0.019042866
320	0.01899203548
321	0.01896157088
322	0.01890746833
323	0.01878208745
324	0.01866308527
325	0.01861444788
326	0.01854243423
327	0.01847259766
328	0.01844806543
329	0.01835583196
330	0.01821300076
331	0.01811569708
332	0.01798961781
333	0.01791103761
334	0.01782364637
335	0.01775601255
336	0.01772747939
337	0.01758621999
338	0.0174755135
339	0.01743477523
340	0.01734911793
341	0.01725947255
342	0.01716409548
343	0.0170964103
344	0.01703687148
345	0.01698953776
346	0.01692499938
347	0.01684713845
348	0.01675091047
349	0.01670360244
350	0.01668756658
351	0.01664624391
352	0.01655366525
353	0.01645971228
354	0.01637945914
355	0.01634399016
356	0.01623843736
357	0.01619215846
358	0.01617379943
359	0.01610773902
360	0.01604322793
361	0.01596371172
362	0.01588762007
363	0.01582802667
364	0.01579402513
365	0.01573235258
366	0.01566015109
367	0.01560922102
368	0.01554418172
369	0.01552366006
370	0.01543715024
371	0.01539899845
372	0.01532983138
373	0.01529871494
374	0.01525522804
375	0.01519032038
376	0.01513187331
377	0.01510898031
378	0.01508033958
379	0.01502160673
380	0.01496621334
381	0.01487990742
382	0.01482353949
383	0.01478179135
384	0.01472411011
385	0.01463115577
386	0.01458644385
387	0.01455889808
388	0.01448249335
389	0.01439934548
390	0.01435580077
391	0.01430080876
392	0.01423283298
393	0.01422513133
394	0.01417957332
395	0.01412847628
396	0.01404009925
397	0.0140103459
398	0.01399918759
399	0.01397854391
400	0.01394468044
401	0.01393401021
